YEAR,MONTH,DAY,TMIN,TMAX,TAVG,RHMIN,RHMAX,RHAVG,VPMIN,VPMAX,VPAVG,WIND,W_DIR,PPFD,TOTALSOLAR
1986,1,18,7.8,11.7,8.58333333,81,91,89,9.45,11.26,9.93,0.4,157,,
1986,1,19,-4.4,8.4,2.125,82,99,87.125,3.75,9.86,6.43875,0.4,62.8333333,,
1986,1,20,-8.8,5.4,0.204166667,40,88,60.9583333,2.44,4.71,3.65583333,0.4,35.4166667,,
1986,1,21,-0.4,15.2,7.65833333,35,69,51.75,3.22,7.94,5.46416667,0.4,161.791667,,
1986,1,22,-1,13.6,7.4625,69,101,82,5.13,11.59,8.63041667,0.4,233.625,,
1986,1,23,-2.5,5.7,0.4125,34,90,66.875,2.2,6.02,4.17666667,0.4,208.208333,,
1986,1,24,-3.4,4.8,-0.60416667,39,57,48.2083333,2.28,3.58,2.8025,0.4,242.416667,,
1986,1,25,-4.5,1.1,-1.4166667,51,91,72.7083333,2.24,6.01,4.12291667,0.4,277.916667,,
1986,1,26,-10.5,4.4,-2.8291667,72,97,85.3333333,2.23,6.32,4.35083333,0.4,85.7083333,,
1986,1,27,-24.4,-10.5,-18.191667,49,83,63.0416667,0.47,2.23,0.966666667,0.4,61.0833333,,
1986,1,28,-22.9,-4.8,-12.404167,41,65,55.4166667,0.58,2.28,1.41791667,0.4,108,,
1986,1,29,-5.2,3.1,-0.80416667,53,95,81.1666667,2.24,6.71,4.85916667,0.4,129.416667,,
1986,1,30,-6.4,7,0.4625,28,82,45.4583333,1.73,3.82,2.79666667,0.4,147.375,,
1986,1,31,-0.7,11,4.63333333,23,40,29.875,1.56,4.18,2.55333333,0.4,207.583333,,
1986,2,1,3.2,10.7,5.90833333,29,68,38.5,2.3,6.39,3.58666667,0.4,206.708333,,
1986,2,2,6,15.8,9.94166667,59,90,77.8333333,6.39,11.56,9.45416667,0.4,165.625,,
1986,2,3,8.9,17.9,11.775,54,89,74.7083333,8.69,12.94,10.2125,0.4,192.791667,,
1986,2,4,8.2,16.7,11.4916667,56,90,76.125,8.14,12.25,10.2766667,0.4,184.375,,
1986,2,5,7.9,13,10.4458333,67,100,86.2916667,7.41,13.13,10.9625,0.4,152.75,,
1986,2,6,5.5,9.6,8.36666667,74,90,84.0833333,7.13,10.26,9.25416667,3.175,148.583333,,
1986,2,7,1.6,12.2,5.73333333,45,87,63.25,3.6,8.34,5.78125,1.82916667,108.916667,,
1986,2,8,0.8,13.4,5.725,37,74,54.6666667,3.53,6.61,4.94458333,1.375,136.291667,,
1986,2,9,2.9,13.3,7.11666667,54,82,68.0833333,5.51,8.69,6.87291667,1.8375,234.5,,
1986,2,10,4.6,6.3,5.47083333,75,90,86.0833333,6.94,8.4,7.75041667,2.66666667,194.875,,
1986,2,11,-9.3,6.5,-0.17083333,72,88,83.4166667,2.51,8.56,5.35041667,2.35833333,72.7916667,,
1986,2,12,-12.3,0.3,-7.4541667,39,84,62.2083333,1.5,2.66,2.11916667,1.72083333,67.875,,
1986,2,13,-16,-3.5,-8.6833333,29,79,51.2916667,1.21,2.08,1.54166667,2.17916667,73.5416667,,
1986,2,14,-6.3,-1.3,-3.9416667,24,90,58.3333333,1.01,4.98,2.79666667,4.07083333,156.583333,,
1986,2,15,-7.5,4.9,-1.4583333,25,89,63.875,1.52,4.58,3.385,1.725,96.2916667,,
1986,2,16,2,16,8.68333333,22,45,29.7083333,2.34,4.29,3.27333333,3.22916667,172.5,,
1986,2,17,4.1,9.3,6.34166667,45,91,74.7083333,4.24,8.93,7.11083333,3.425,139.666667,,
1986,2,18,4.9,15.4,9.1875,69,98,82.75,7.76,13.77,9.65625,1.41666667,90.7083333,,
1986,2,19,8.8,14.9,10.8833333,66,88,81.0833333,7.95,12.47,10.5679167,1.51666667,70.5416667,,
1986,2,20,8.3,19.8,13.4666667,38,77,57.9583333,7.35,10.84,8.7225,3.00833333,173.416667,,
1986,2,21,9.5,19,13.2666667,44,86,73.75,5.81,15.29,11.28125,2.09166667,230,,
1986,2,22,1.9,10.3,7.13333333,43,89,83.6666667,5.27,10.06,8.47291667,1.7,222.708333,,
1986,2,23,-0.5,11.6,5.25416667,21,83,40.875,2.15,5.83,3.42083333,2.08333333,149.875,,
1986,2,24,-3.2,5.6,1.79583333,36,89,67.75,3.07,6.12,4.56083333,2.01666667,211.166667,,
1986,2,25,-6.3,3.2,-2.525,45,87,64.1666667,2.33,4.09,3.18916667,2.82083333,126.541667,,
1986,2,26,-4.8,8.9,2.20416667,44,88,68.1666667,2.5,7.36,5.13,1.675,173.75,,
1986,2,27,-3,7.3,2.15833333,61,93,84.0416667,4.04,7.74,6.05625,2.10833333,80.2916667,,
1986,2,28,-7.8,-2.2,-4.45,74,88,81.4583333,2.52,4.25,3.6075,1.65,57.4166667,,
1986,3,1,-11.3,0.4,-5.9083333,45,76,58.9583333,1.48,3.14,2.29791667,1.90833333,120.708333,,
1986,3,2,-10,7.4,-1.2208333,24,87,48.2916667,1.4,5.24,2.76583333,1.89166667,220.5,,
1986,3,3,-1.5,10.9,3.54583333,43,90,69.0416667,3.84,7.31,5.27916667,1.78333333,241.416667,,
1986,3,4,-4.2,9.4,-0.00833333,44,88,72.4583333,3.4,5.89,4.375,2.125,260.333333,,
1986,3,5,-6.7,9.8,1.42083333,23,84,56.1666667,2.26,5.18,3.59208333,2.20833333,231.541667,,
1986,3,6,-1.8,15.3,2.29583333,27,88,56.1666667,2.63,8.31,4.08958333,2.55833333,215.916667,,
1986,3,7,-7.3,10.6,1.55833333,44,60,49.4166667,1.71,5.85,3.56541667,2.44583333,203.083333,,
1986,3,8,-7.5,8.6,0.616666667,27,50,39.8333333,1.44,3.78,2.56458333,1.70416667,197.5,,
1986,3,9,-0.3,12.2,6.77916667,41,90,70.0833333,2.54,10.66,7.41166667,3.59583333,188.125,,
1986,3,10,8,12.9,10.1291667,77,96,91.375,8.82,13.64,11.3833333,4.87916667,97.4583333,,
1986,3,11,10,20.1,13.9166667,45,104,72,7.97,15.46,11.1791667,1.7125,95.5833333,,
1986,3,12,8.7,13.2,10.4,81,96,93.2916667,10.67,13.57,11.7654167,4.48333333,86.125,,
1986,3,13,8.2,12.2,10.2416667,80,100,92.7083333,9.51,13.64,11.6054167,3.26666667,92.8333333,,
1986,3,14,5.5,9,7.64166667,86,100,92.875,8.01,10.96,9.72791667,1.3,92,,
1986,3,15,4.7,14.4,8.24583333,54,96,82.9583333,7.36,12.13,9.01125,1.34166667,102.208333,,
1986,3,16,3.9,14,7.74166667,47,86,66.5,4.52,10.4,6.98958333,1.175,103.291667,,
1986,3,17,3.2,16.8,9.35416667,27,67,47.1666667,3.46,7.58,5.32291667,1.825,181.041667,,
1986,3,18,7.3,15.3,11.2375,50,92,64.0833333,6.24,12.45,8.61708333,5.29583333,245.208333,,
1986,3,19,7.2,17.4,11.2166667,59,95,82.7083333,8.12,14.45,11.0779167,3.47916667,80.0416667,,
1986,3,20,-5.3,7.3,1.42083333,69,92,80.7083333,3.21,8.8,5.62875,1.8125,72.375,,
1986,3,21,-9.7,0.5,-4.7125,53,81,65.2083333,1.88,3.96,2.80541667,1.75416667,103.916667,,
1986,3,22,-9.5,8.2,-1.0125,22,57,40.2083333,1.55,3.01,2.15875,1.78333333,255.041667,,
1986,3,23,-2.7,15,5.94583333,23,45,36.4166667,2.13,4.47,3.37708333,1.4875,234.416667,,
1986,3,24,4.6,18.4,11.1875,27,65,44.5833333,4.16,7.8,5.74916667,2.70833333,277.583333,,
1986,3,25,8,17.3,11.5541667,35,64,43.5416667,4.56,7.76,5.92708333,4.22916667,203.75,,
1986,3,26,7.9,15.8,11.0583333,55,94,74.2916667,7.5,12.37,9.65,2.53333333,245.541667,,
1986,3,27,4.6,17.1,10.0625,29,86,56.125,2.9,10.73,6.71833333,1.79583333,299.25,,
1986,3,28,4.4,19.8,11.3166667,20,53,37.4583333,3.82,7.06,4.8525,2.33333333,177.125,,
1986,3,29,7.6,20.8,13.8083333,25,38,33,3.9,7.23,5.2125,2.625,161.833333,,
1986,3,30,8.9,21.9,15.1375,30,47,36.5,4.71,8.96,6.34,1.39166667,159.125,,
1986,3,31,11.8,24.6,17.2958333,24,45,33.4166667,5.5,8.66,6.47875,2.3375,149.5,,
1986,4,1,12.9,24.9,17.7,23,44,33.2916667,5.86,8.76,6.62541667,2.04583333,228.125,,
1986,4,2,8.6,24.3,16.675,26,62,38.1666667,5.6,9.82,7.17625,1.85833333,199.875,,
1986,4,3,13.2,23.5,16.9541667,38,51,44.5833333,6.32,11.64,8.61333333,2.90416667,248.666667,,
1986,4,4,12.1,22.8,17.1541667,39,56,45.125,7.48,11.29,8.85541667,3.40416667,231.916667,,
1986,4,5,11.8,23.8,17.2083333,35,67,49.5,7.73,12.27,9.57416667,3.13333333,221.041667,,
1986,4,6,12,23.4,16.525,41,86,57.4166667,8.46,14.67,10.7279167,2.03333333,176.458333,,
1986,4,7,11.3,24,16.2666667,46,98,69.2083333,10.62,16.02,12.6454167,2.0125,188.333333,,
1986,4,8,4,14.7,12.2041667,67,100,86.7916667,5.9,14.58,12.5570833,1.75416667,167.75,,
1986,4,9,0.3,8.2,3.03333333,49,79,62.25,4.07,6.22,4.72708333,2.8625,131.708333,,
1986,4,10,-1,12.2,4.87916667,25,70,43.1666667,2.74,4.59,3.52125,2.89583333,152.458333,,
1986,4,11,-0.3,17.4,8.9375,26,56,36.3333333,2.62,5.78,4.21625,2.1,166.791667,,
1986,4,12,5.4,19.2,12.0625,28,60,38.4166667,3.94,7.31,5.37208333,1.7125,228.083333,,
1986,4,13,8,21.6,14.45,29,50,38.0416667,4.3,8.23,6.28541667,1.62916667,191.958333,,
1986,4,14,11.8,21.8,15.7666667,36,51,41,5.53,10.09,7.4125,2.8125,205.041667,,
1986,4,15,3.9,19.3,12.6041667,27,100,55.8333333,4.44,13.97,8.215,2.42916667,194.416667,,
1986,4,16,-1.3,7.9,2.55833333,44,84,63.125,3.73,5.49,4.5975,2.725,337.75,,
1986,4,17,-1.9,8.8,2.4,60,91,74.2083333,3.99,7.07,5.40916667,2.42083333,329.916667,,
1986,4,18,1.1,20.5,10.8541667,36,91,61.2083333,5.81,9.68,7.54833333,2.28333333,181.791667,,
1986,4,19,7,21.9,13.85,42,79,58.125,7.08,11.47,9.05708333,3.9,209.5,,
1986,4,20,6.9,13.4,10.2875,65,100,83.875,7.95,12.52,10.47,5.125,187.791667,,
1986,4,21,2.8,13.9,7.4375,55,94,82.9166667,6.48,10.62,8.51291667,2.16666667,86.875,,
1986,4,22,-1.7,8.5,2.40416667,42,96,66.2916667,3.06,6.8,4.80291667,2.65416667,41.8333333,,
1986,4,23,-4.6,13.2,4.07083333,19,69,34.4583333,1.81,3.53,2.54666667,2.19583333,109.375,,
1986,4,24,3.3,22.2,12.8958333,18,31,20.9583333,1.67,4.77,3.24416667,1.39166667,168.791667,,
1986,4,25,10.5,26.6,18.3333333,20,54,32.6666667,2.62,9.8,6.98,1.70416667,141.833333,,
1986,4,26,14.4,28.6,20.7583333,32,63,44.875,9.06,13.82,10.9233333,1.9625,101.708333,,
1986,4,27,16.5,28.3,21.5583333,32,57,44.625,8.41,15.39,11.4570833,1.89583333,171.875,,
1986,4,28,9.9,24.5,16.6916667,23,93,54.1666667,5.51,15.68,9.49125,1.67916667,142.333333,,
1986,4,29,7.4,21.7,14.0166667,22,90,53.1666667,5.01,11.66,7.8975,2.25416667,162.291667,,
1986,4,30,12.2,25.1,18.4041667,26,41,34.5833333,5.58,9.1,7.32041667,2.6125,192.875,,
1986,5,1,12.4,26.6,19.0083333,35,81,46.3333333,6.98,13.13,10.02625,1.72916667,118.416667,,
1986,5,2,6.7,21.5,13.2125,21,83,44,4.35,11.73,6.29333333,2.4875,86,,
1986,5,3,3,19.1,10.3916667,19,65,34.2083333,2.43,5.64,3.96583333,2.2,80.875,,
1986,5,4,5.1,18.6,11.7291667,23,41,30.2083333,2.39,5.35,4.1825,3.55,197.541667,,
1986,5,5,7.8,22.6,15.4416667,39,67,48.625,5.08,11.44,8.71666667,3.25,171.083333,,
1986,5,6,14,24.1,17.825,52,88,70.9166667,11.29,17.9,14.3404167,2.55833333,152.333333,,
1986,5,7,13,24.3,17.0125,66,93,83.625,12.95,21.84,16.2316667,1.2875,197.458333,,
1986,5,8,11.8,27.4,19.4333333,31,90,59,8.71,16.4,12.8141667,2.01666667,164.541667,,
1986,5,9,11.7,25,17.4541667,44,87,63.4583333,9.72,14.83,12.5008333,2.625,202.208333,,
1986,5,10,9,18.6,12.5583333,68,93,84.875,10.48,15.01,12.31625,1.84166667,173.041667,,
1986,5,11,9.7,24.6,15.3958333,56,96,80.6666667,11.39,18.8,13.9475,1.35,187.958333,,
1986,5,12,12.2,21.4,15.8666667,60,88,75.9166667,11.57,18.57,13.6408333,1.2625,125.791667,,
1986,5,13,11,22.5,14.5708333,68,95,88.125,12.33,19.25,14.625,1.51666667,173.541667,,
1986,5,14,11.9,22.5,15.125,68,96,88.7083333,13.01,19.67,15.21375,2.6125,173.875,,
1986,5,15,11.9,20.1,14.85,66,96,86.5,13.26,17.39,14.4854167,2.81666667,171.083333,,
1986,5,16,13.3,24.2,16.2333333,56,93,85.7916667,13.1,21.99,15.7591667,1.84166667,171.625,,
1986,5,17,12.2,26.3,17.2125,62,94,83.9583333,13.22,21.89,16.3995833,1.9875,170.541667,,
1986,5,18,13.3,20.9,16.1125,74,95,88.75,14.47,20.88,16.2291667,2.42916667,166.5,,
1986,5,19,9.6,14.9,13.1125,92,95,94.1666667,11.19,15.77,14.2041667,1.825,172.041667,,
1986,5,20,5.3,19.4,11.7208333,69,95,88.375,8.08,17.88,12.3041667,1.05833333,190.583333,,
1986,5,21,4.5,17.4,10,69,94,82.7916667,6.97,15.41,10.285,0.9625,184,,
1986,5,22,3.4,19.7,10.8375,44,85,66,6.52,11.63,8.41291667,1.35416667,157.125,,
1986,5,23,7.8,18.8,13.1666667,67,94,79.2083333,7.63,16.12,12.1479167,1.87083333,170.541667,,
1986,5,24,12.3,24.9,18.3625,65,91,81,12.79,22.51,17.17875,1.24166667,151.666667,,
1986,5,25,11.4,24.4,16.4916667,62,94,85.0416667,12.24,23.01,16.0616667,1.02083333,200.833333,,
1986,5,26,8.9,18.7,15.7458333,87,95,91.2916667,10.4,19.06,16.3775,2.31666667,194.166667,,
1986,5,27,12.6,17.6,14.9541667,90,95,93.25,13.71,18.2,15.86375,2.4,179.291667,,
1986,5,28,10.4,20.7,16.45,85,95,91.2083333,11.8,21.12,17.1654167,1.84583333,167.625,,
1986,5,29,13.9,23,17.9083333,84,94,90.7083333,14.85,24.23,18.7341667,0.8625,207.541667,,
1986,5,30,14.2,25.7,19.0583333,66,93,83.375,14.85,25.69,18.4120833,1.00833333,155.708333,,
1986,5,31,10,25.9,18.8125,61,92,80.5833333,10.91,22.89,17.46,1.02916667,213.208333,,
1986,6,1,14.1,26.8,19.4333333,64,91,81.0416667,14.02,24.62,18.3741667,0.975,206.125,,
1986,6,2,15.6,27.2,19.5791667,61,91,82.25,15.23,24.52,18.7166667,0.975,195.208333,,
1986,6,3,11.6,17.4,15.4625,87,95,90.9583333,12.58,17.76,15.99,1.87083333,174.666667,,
1986,6,4,12.7,18.5,15.1041667,89,95,92.5416667,13.83,19.04,15.93,1.80833333,172.625,,
1986,6,5,15.4,24.6,18.1333333,71,94,87.2083333,16.07,23.19,18.1270833,2.025,191.25,,
1986,6,6,14.3,27.9,20.0625,63,93,83.4583333,15.12,26.83,19.6370833,1.32083333,197.708333,,
1986,6,7,16.2,29.4,21.1,62,92,83.0833333,16.61,29.99,20.85625,1.00833333,154.291667,,
1986,6,8,17.5,27.3,20.6083333,72,91,86.0416667,17.93,28.91,20.9620833,1.0125,169.75,,
1986,6,9,16.9,29,20.4708333,70,92,87.125,17.13,29.78,21.0916667,1.16666667,199.625,,
1986,6,10,17.1,25.3,19.8083333,81,93,89.75,18,27.58,20.8091667,2.10416667,188,,
1986,6,11,13.4,28.8,20.35,70,94,87.125,14.54,30.67,20.9195833,1.40833333,169.083333,,
1986,6,12,11.9,27.8,20.1625,64,92,83.375,12.33,26.84,19.73625,1.15416667,173.125,,
1986,6,13,12.8,23.2,17.3583333,71,92,85.375,13.26,22.57,17.04,0.8625,196.791667,,
1986,6,14,13.8,26.6,18.9833333,67,91,80.4166667,14.29,25.95,17.7320833,1.55416667,189.583333,,
1986,6,15,15,27.6,19.9416667,67,93,81.0833333,15.03,26.51,18.885,1.9375,176.666667,,
1986,6,16,14.9,28,20.1708333,62,93,81.3333333,15.57,28.93,19.3445833,0.9625,175.208333,,
1986,6,17,13.8,29.1,20.5,61,91,80,14.41,26.93,19.355,1.15416667,173.083333,,
1986,6,18,13.6,27.5,19.7208333,65,91,82.4166667,14.07,26.82,19.0566667,1.29583333,187.916667,,
1986,6,19,14.1,29,20.175,63,93,81.25,14.93,28.73,19.2925,1.52083333,190.416667,,
1986,6,20,13.9,29.7,21.2958333,58,90,74.0833333,13.72,27.47,18.9604167,1.08333333,180.333333,,
1986,6,21,15.5,30.5,21.9416667,52,90,76.1666667,15.82,28.15,20.0120833,1.5875,179.875,,
1986,6,22,15.2,29.9,21.0458333,62,92,79.0416667,15.09,29.68,19.9370833,1.33333333,185.5,,
1986,6,23,15.9,30.3,22.2583333,62,88,75.75,15.75,29.93,20.5070833,0.908333333,198.875,,
1986,6,24,15.7,28.3,20.9083333,71,91,83.9583333,14.97,28.54,20.9466667,1.09166667,210.791667,,
1986,6,25,14.6,30.3,20.875,42,89,67.4166667,11.28,27.53,16.63375,1.09583333,174.333333,,
1986,6,26,16.4,31.3,22.6125,46,80,64,11.15,27.03,17.9329167,1.0125,154.958333,,
1986,6,27,17.9,29.9,22.825,64,86,76.8333333,16.02,30,21.6058333,0.920833333,167.333333,,
1986,6,28,16.9,30.4,22.7333333,60,91,81.75,17.54,30.27,22.5995833,1.13333333,172.541667,,
1986,6,29,17.1,27.2,20.475,75,92,87.2916667,17.68,30.3,21.1754167,0.908333333,178.166667,,
1986,6,30,16.7,25.1,19.9791667,81,93,89.4166667,17.55,27.34,21.0320833,0.770833333,198.083333,,
1986,7,1,17.3,28.7,20.8125,76,92,88,17.97,31.66,21.8079167,1.07083333,145.791667,,
1986,7,2,13.1,25.1,18.7,79,93,89.5833333,13.75,26.81,19.4541667,1.39583333,208.333333,,
1986,7,3,7.4,26.8,17.4541667,55,92,79.6666667,9.44,23.85,15.9329167,1.44166667,144.083333,,
1986,7,4,13.4,27.3,19.0916667,67,87,79.5,12.45,25.99,17.77875,2.0875,183.166667,,
1986,7,5,16.1,28.7,20.3208333,61,92,78.9583333,14.65,27.47,18.8675,1.89583333,170.375,,
1986,7,6,12.3,30.1,21.6666667,48,86,71.5416667,12.31,27.58,18.7,1.1875,187.583333,,
1986,7,7,16.9,31.3,22.9583333,52,89,77.9583333,16.97,31.13,21.8404167,0.929166667,195.375,,
1986,7,8,18.8,31.6,23.6416667,63,88,79.7083333,18.61,34.23,23.48125,0.770833333,218.291667,,
1986,7,9,17.9,32.2,23.45,57,91,79.0416667,17.59,32.94,22.8604167,1.16666667,174.375,,
1986,7,10,17.2,31,21.8666667,61,92,84.5,17.94,31.25,22.2029167,1.025,176.166667,,
1986,7,11,12.7,30.3,22.2291667,64,93,83.125,13.62,31.45,22.475,1.075,187.375,,
1986,7,12,16.5,28.9,21.7208333,67,91,82.7916667,16.95,29.62,21.6195833,1.125,138.583333,,
1986,7,13,16.2,25.9,20.2583333,77,93,87.25,16.75,27.29,20.8658333,1.29583333,130.625,,
1986,7,14,16.3,31.1,22.0916667,69,92,82.6666667,16.49,33.14,22.2941667,0.9,192.708333,,
1986,7,15,16.9,30.9,21.1416667,65,91,83.5,16.73,31.56,21.1908333,0.7625,202.416667,,
1986,7,16,16.5,31.4,22.75,55,92,79.6666667,17.09,32.69,22.1316667,0.8375,195.166667,,
1986,7,17,18.1,32.9,23.6208333,59,90,78.25,18.43,34.99,22.9625,0.845833333,207.291667,,
1986,7,18,19.3,33.4,24.3666667,63,88,78.6666667,19.24,35.1,24.1941667,0.75,230.541667,,
1986,7,19,19.4,34.2,24.5458333,61,88,74.7916667,18.27,36.23,23.3704167,0.783333333,210.583333,,
1986,7,20,18.6,33.8,24.4916667,51,89,72.25,18.01,33.53,22.3820833,0.945833333,192.708333,,
1986,7,21,19.5,33,24.375,59,86,74.6666667,18.4,33.88,22.9908333,0.858333333,205.833333,,
1986,7,22,17.6,32.9,20.6708333,66,91,85,17.65,34.71,20.8975,1.04583333,221.208333,,
1986,7,23,18.1,30.5,22.6125,69,91,85.625,18.87,33.8,23.7425,1.11666667,206.291667,,
1986,7,24,17.9,30.7,21.4833333,74,92,87.2916667,18.47,33.67,22.5679167,1.25416667,197.666667,,
1986,7,25,17,29.4,21.4416667,76,92,87.0416667,17.53,33.18,22.495,1.025,206,,
1986,7,26,16.8,31.8,21.8666667,58,92,85.0416667,17.4,34.06,22.5433333,1.03333333,184.791667,,
1986,7,27,17.6,30.9,20.7375,72,92,88.2916667,18.06,34.71,21.8004167,0.9625,226.833333,,
1986,7,28,17.3,30,22.0375,72,91,85.3333333,17.87,33.61,22.85,0.8125,159.791667,,
1986,7,29,17.5,31.8,23.4125,55,90,76.0416667,14.61,32.13,22.0829167,1.09166667,196.583333,,
1986,7,30,16,31.5,21.675,40,83,63.75,11.44,26.89,16.5670833,1.075,207.583333,,
1986,7,31,16.5,32,21.1166667,48,89,69.3333333,11.77,29.08,17.5983333,0.9625,193.5,,
1986,8,1,17.7,27.8,21.2041667,77,91,84.375,17.05,30.37,21.5,0.891666667,195.166667,,
1986,8,2,16,31.6,22.0041667,61,91,78.0833333,16.14,32.29,20.86625,0.8875,189.875,,
1986,8,3,16.7,29.8,21.05,64,89,77.9583333,14.31,29.22,19.6670833,0.779166667,231.375,,
1986,8,4,15.1,31.4,20.7916667,58,92,76.7083333,13.85,30.41,18.9366667,1.1125,211.916667,,
1986,8,5,15.5,27.6,19.8,71,92,87.5,15.95,29.27,20.3425,1.3,183.5,,
1986,8,6,17,26.9,20.05,75,91,86.0833333,17.04,27.48,20.3308333,1.80416667,186.666667,,
1986,8,7,14.6,29.3,20.675,65,91,84.6666667,14.65,31.97,20.8495833,1.0875,189.125,,
1986,8,8,9.7,29.3,20.1416667,64,93,83.5833333,11.16,30.4,19.9325,1.34583333,191.125,,
1986,8,9,9.7,28.2,19.6416667,70,92,85,10.85,29.18,19.6808333,0.9875,180.875,,
1986,8,10,15.3,29.3,20.7833333,63,91,82.75,15.72,29.72,20.3770833,1.575,173,,
1986,8,11,13.4,25.1,19.35,81,92,88.2083333,14.11,26.51,19.8666667,0.7875,144.791667,,
1986,8,12,15.5,24.3,18.1916667,82,91,89.25,15.99,25.25,18.7066667,1.56666667,176.208333,,
1986,8,13,11.4,24.7,18.1916667,79,93,88.7916667,12.49,25.51,18.6320833,1.50416667,169.583333,,
1986,8,14,14.5,23.6,18.9625,82,91,88.2916667,14.97,24.32,19.4325,1.00833333,176.291667,,
1986,8,15,15.7,30.2,20.625,61,91,84.75,16.11,29.74,20.69,1.11666667,193.083333,,
1986,8,16,16.6,29,21.05,72,91,85.875,17.02,31.83,21.5833333,1.07916667,198.791667,,
1986,8,17,12.9,26.4,19.2333333,80,91,88.375,13.33,29.15,19.8508333,0.958333333,172.375,,
1986,8,18,12,28.7,19.4416667,67,92,86.7916667,12.61,30.49,19.7416667,1.00416667,267.125,,
1986,8,19,13.4,28,19.5125,69,91,84.75,13.82,28.2,19.435,1.09583333,191.875,,
1986,8,20,12.4,25,18.6083333,82,91,89.0833333,13.07,27.15,19.1695833,1.16666667,185.083333,,
1986,8,21,14.6,28,19.45,69,91,86.0833333,14.89,28.53,19.6066667,1.43333333,194.708333,,
1986,8,22,15.3,26.4,19.9291667,80,90,86.875,15.64,28.45,20.4204167,0.8,222.5,,
1986,8,23,15.7,30.1,21.0083333,62,90,83.625,15.47,31.96,20.865,1.1125,146.125,,
1986,8,24,12.8,27.3,20.0583333,70,91,83.125,13.42,27.36,19.6604167,1.2125,189.5,,
1986,8,25,14.6,26.4,19.1416667,64,90,81.1666667,14.25,23.03,17.98375,1.97083333,198,,
1986,8,26,0,0,0,0,0,0,,,,0,0,,
1986,8,27,0,0,0,0,0,0,,,,0,0,,
1986,8,28,0,19.1,8.95416667,0,90,54.6666667,10.55,19.02,14.4686667,0.7125,47.75,,
1986,8,29,7.7,21.5,12.725,59,89,79.625,9.03,16.86,11.7108333,1.89583333,85.6666667,,
1986,8,30,8.1,16.5,11.6791667,80,91,86.75,9.04,15.81,12.0370833,1.25,86.25,,
1986,8,31,12.1,13.6,12.9958333,90,91,90.5416667,12.79,14,13.5545833,1.87916667,87.3333333,,
1986,9,1,12.7,17.2,14.5,88,92,90.3333333,13.31,17.37,14.93625,1.64583333,90.0416667,,
1986,9,2,14.3,17.4,15.3375,88,91,89.5,14.67,17.6,15.5929167,1.77083333,97.75,,
1986,9,3,15.1,20.6,16.7,85,91,88.7916667,15.35,20.71,16.9004167,1.3375,90.6666667,,
1986,9,4,15.6,18.9,16.6833333,88,90,88.75,15.69,19.38,16.8720833,1.22916667,97.5416667,,
1986,9,5,14.9,25.1,17.6916667,75,89,87.3333333,15.04,26.17,17.8041667,0.7375,172.958333,,
1986,9,6,12,23.3,16.8833333,77,89,85.625,11.34,23.55,16.6816667,0.758333333,229.708333,,
1986,9,7,11.2,27.1,16.45,64,85,79.5416667,10.69,25.29,15.235,0.779166667,219.708333,,
1986,9,8,11.6,27.1,16.7083333,57,89,80.6666667,11.63,25.38,15.5070833,1.03333333,183.583333,,
1986,9,9,12.2,23.6,16.1958333,75,90,86.1666667,12.63,22.38,15.96875,1.9125,190,,
